Normal (kWh),Horário Económico (kWh),Autoconsumo (kWh),Injeção na rede (kWh),temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,clouds_all,weather_description,ano,mes,dia,hora,dia da semana
0.0,0.0,0.344,3,14.51,14.03,11.22,14.59,1021,77,3.08,54,0,2021,12,30,10,3
0.19,0.0,0.499,3,16.7,16.25,13.43,16.82,1021,70,2.53,9,7,2021,12,30,11,3
0.41,0.0,0.777,2,17.83,17.47,14.45,17.93,1021,69,2.15,3,7,2021,12,30,12,3
0.28,0.0,0.627,2,17.8,17.46,14.72,18.99,1021,70,2.37,3,7,2021,12,30,13,3
1.272,0.0,0.658,0,17.35,17.12,15.72,19.54,1021,76,2.6,3,7,2021,12,30,14,3
0.71,0.0,0.4,0,17.75,17.36,14.72,19.23,1021,68,2.69,1,7,2021,12,30,15,3
0.586,0.0,0.031,0,17.31,16.79,16.22,18.12,1021,65,2.14,1,7,2021,12,30,16,3
1.014,0.0,0.0,0,16.73,16.34,15.66,16.82,1021,72,2.02,0,7,2021,12,30,17,3
1.461,0.0,0.0,0,13.18,12.88,11.72,15.34,1021,89,1.81,0,7,2021,12,30,18,3
1.422,0.0,0.0,0,12.8,12.56,11.72,14.0,1022,93,1.72,12,1,2021,12,30,19,3
0.939,0.0,0.0,0,12.32,12.11,11.72,13.44,1022,96,1.87,39,6,2021,12,30,20,3
0.49,0.0,0.0,0,11.57,11.26,10.72,12.89,1022,95,1.82,46,6,2021,12,30,21,3
0.0,0.406,0.0,0,12.32,11.8,11.72,12.37,1023,84,1.85,13,1,2021,12,30,22,3
0.0,0.402,0.0,0,11.8,11.28,11.12,12.01,1023,86,2.08,2,7,2021,12,30,23,3
0.0,0.397,0.0,0,13.23,12.57,10.01,13.48,1023,75,2.07,0,7,2021,12,31,0,4
0.0,0.318,0.0,0,9.87,8.96,9.45,10.34,1023,92,2.1,0,7,2021,12,31,1,4
0.0,0.257,0.0,0,10.36,9.8,8.9,10.72,1023,90,2.17,0,7,2021,12,31,2,4
0.0,0.247,0.0,0,9.96,8.94,8.99,10.72,1023,89,2.27,1,7,2021,12,31,3,4
0.0,0.255,0.0,0,10.36,9.75,8.9,10.72,1023,88,2.36,20,1,2021,12,31,4,4
0.0,0.245,0.0,0,9.69,8.42,9.0,10.01,1023,89,2.55,41,6,2021,12,31,5,4
0.0,0.244,0.0,0,9.69,8.22,9.0,10.01,1023,88,2.86,46,6,2021,12,31,6,4
0.0,1.677,0.0,0,9.69,8.03,9.0,9.72,1023,89,3.2,85,5,2021,12,31,7,4
0.194,0.0,0.059,0,10.37,9.81,9.0,10.72,1023,90,3.23,91,5,2021,12,31,8,4
0.189,0.0,0.362,2,11.35,10.79,9.55,11.72,1023,86,3.33,95,5,2021,12,31,9,4
0.0,0.0,0.298,3,13.41,12.82,11.78,15.9,1024,77,3.65,99,5,2021,12,31,10,4
0.094,0.0,0.434,3,16.6,15.99,13.43,19.23,1024,64,3.45,97,5,2021,12,31,11,4
0.0,0.0,0.43,3,18.43,17.92,16.21,18.48,1024,61,3.35,95,5,2021,12,31,12,4
0.892,0.0,0.635,0,19.05,18.6,17.33,21.45,1023,61,3.39,60,0,2021,12,31,13,4
1.614,0.0,0.556,0,19.61,19.17,18.99,20.72,1022,59,3.28,10,7,2021,12,31,14,4
0.598,0.0,0.385,0,19.69,19.26,18.99,21.72,1022,59,3.4,45,6,2021,12,31,15,4
1.354,0.0,0.038,0,19.62,19.2,19.54,20.72,1022,60,2.87,75,0,2021,12,31,16,4
1.626,0.0,0.0,0,17.79,17.32,17.72,18.9,1023,65,2.84,37,6,2021,12,31,17,4
0.708,0.0,0.0,0,16.26,15.8,15.72,17.79,1023,71,2.74,27,6,2021,12,31,18,4
2.176,0.0,0.0,0,16.72,16.35,16.22,17.79,1024,73,3.05,91,5,2021,12,31,19,4
0.732,0.0,0.0,0,16.54,16.1,15.67,17.23,1024,71,3.32,97,5,2021,12,31,20,4
0.704,0.0,0.0,0,15.71,15.09,15.66,16.22,1023,67,3.43,94,5,2021,12,31,21,4
0.0,0.424,0.0,0,16.59,15.98,16.21,16.72,1024,64,3.29,83,0,2021,12,31,22,4
0.0,0.432,0.0,0,16.59,16.0,16.21,16.72,1024,65,3.19,95,5,2021,12,31,23,4
0.0,0.486,0.0,0,16.59,16.0,16.21,16.72,1024,65,3.15,97,5,2022,1,1,0,5
0.0,0.429,0.0,0,16.59,16.0,16.21,16.72,1024,65,3.14,58,0,2022,1,1,1,5
0.0,0.463,0.0,0,16.59,16.03,15.67,16.72,1024,66,3.12,23,1,2022,1,1,2,5
0.0,0.545,0.0,0,13.59,12.75,11.61,16.16,1023,67,3.08,22,1,2022,1,1,3,5
0.0,0.439,0.0,0,14.97,14.27,14.72,15.66,1023,67,3.12,15,1,2022,1,1,4,5
0.0,0.399,0.0,0,14.24,13.47,13.72,15.66,1023,67,3.1,20,1,2022,1,1,5,5
0.0,0.398,0.0,0,13.37,12.51,11.66,15.57,1023,67,3.1,13,1,2022,1,1,6,5
0.0,0.396,0.0,0,15.56,14.95,12.89,15.72,1023,68,3.24,14,1,2022,1,1,7,5
0.349,0.0,0.048,0,15.26,14.64,12.89,15.72,1023,69,3.16,27,6,2022,1,1,8,5
0.272,0.0,0.156,0,14.94,14.27,12.89,16.12,1024,68,2.97,67,0,2022,1,1,9,5
0.496,0.0,0.545,2,15.64,14.93,13.43,16.72,1024,64,3.22,93,5,2022,1,1,10,5
2.065,0.0,0.784,0,18.71,17.99,14.54,19.04,1024,52,3.29,93,5,2022,1,1,11,5
0.197,0.0,0.611,2,19.94,19.32,17.88,22.72,1024,51,3.19,89,5,2022,1,1,12,5
0.444,0.0,0.502,2,20.02,19.46,19.59,22.72,1024,53,3.26,99,5,2022,1,1,13,5
0.403,0.0,0.131,0,20.25,19.74,20.15,22.32,1023,54,3.56,100,5,2022,1,1,14,5
0.185,0.0,0.227,0,20.72,20.21,20.7,21.22,1023,52,3.57,95,5,2022,1,1,15,5
0.345,0.0,0.017,0,20.17,19.63,20.15,21.22,1023,53,3.73,95,5,2022,1,1,16,5
0.343,0.0,0.0,0,19.86,19.31,19.72,20.67,1023,54,3.72,95,5,2022,1,1,17,5
0.473,0.0,0.0,0,19.49,18.9,18.99,19.72,1024,54,3.26,96,5,2022,1,1,18,5
0.46,0.0,0.0,0,19.32,18.77,18.43,19.72,1024,56,4.01,93,5,2022,1,1,19,5
0.584,0.0,0.0,0,18.47,17.99,17.88,19.0,1025,62,4.36,98,5,2022,1,1,20,5
0.939,0.0,0.0,0,17.78,17.44,17.72,17.89,1025,70,4.36,99,5,2022,1,1,21,5
0.0,0.592,0.0,0,16.84,16.43,16.45,17.33,1026,71,3.92,98,3,2022,1,1,22,5
0.0,0.55,0.0,0,15.22,14.81,13.72,16.78,1026,77,3.53,100,3,2022,1,1,23,5
0.0,0.648,0.0,0,15.64,15.37,13.9,16.21,1026,81,3.19,100,3,2022,1,2,0,6
0.0,0.473,0.0,0,14.52,14.38,13.34,14.59,1026,90,2.74,100,3,2022,1,2,1,6
0.0,0.38,0.0,0,14.5,14.41,13.34,14.59,1027,92,2.47,100,3,2022,1,2,2,6
0.0,0.355,0.0,0,14.5,14.43,13.34,14.59,1027,93,2.26,100,3,2022,1,2,3,6
0.0,0.356,0.0,0,14.5,14.43,12.79,14.59,1027,93,2.05,100,3,2022,1,2,4,6
0.0,0.344,0.0,0,14.0,13.88,13.12,14.04,1027,93,1.91,100,3,2022,1,2,5,6
0.0,0.323,0.0,0,13.48,13.31,12.57,13.72,1028,93,1.89,100,3,2022,1,2,6,6
0.0,0.525,0.0,0,12.97,12.72,12.01,13.72,1028,92,1.78,100,5,2022,1,2,7,6
2.46,0.0,0.025,0,13.45,13.23,12.72,13.48,1028,91,1.67,100,5,2022,1,2,8,6
0.455,0.0,0.07,0,12.93,12.71,12.57,12.93,1029,93,1.75,100,5,2022,1,2,9,6
0.294,0.0,0.217,2,13.48,13.31,12.79,13.72,1030,93,1.98,98,3,2022,1,2,10,6
0.823,0.0,0.81,0,14.05,13.91,12.89,14.72,1030,92,2.49,97,5,2022,1,2,11,6
0.65,0.0,0.7,0,14.56,14.34,13.9,14.79,1030,87,2.72,97,5,2022,1,2,12,6
1.191,0.0,0.224,0,15.66,15.45,14.54,15.9,1029,83,2.65,100,5,2022,1,2,13,6
0.083,0.0,0.377,2,16.21,16.0,15.57,16.26,1029,81,2.52,99,5,2022,1,2,14,6
0.411,0.0,0.264,1,16.25,16.05,15.34,16.77,1029,81,2.26,97,5,2022,1,2,15,6
0.35,0.0,0.057,0,16.2,15.99,14.72,16.77,1029,81,1.62,100,5,2022,1,2,16,6
0.319,0.0,0.0,0,15.59,15.35,13.72,15.7,1029,82,1.05,100,5,2022,1,2,17,6
0.655,0.0,0.0,0,14.42,14.19,11.72,14.59,1029,87,1.73,90,5,2022,1,2,18,6
0.638,0.0,0.0,0,13.9,13.7,11.72,14.04,1029,90,1.46,83,0,2022,1,2,19,6
0.683,0.0,0.0,0,12.87,12.56,11.45,12.93,1029,90,0.85,93,5,2022,1,2,20,6
0.689,0.0,0.0,0,12.8,12.51,10.72,12.93,1029,91,1.37,91,5,2022,1,2,21,6
0.0,0.526,0.0,0,12.26,11.94,9.79,12.37,1029,92,1.41,99,5,2022,1,2,22,6
0.0,1.122,0.0,0,12.24,11.95,9.23,12.37,1028,93,1.89,100,5,2022,1,2,23,6
0.0,1.122,0.0,0,12.73,12.46,8.68,12.93,1028,92,1.85,100,5,2022,1,3,0,0
0.0,0.42,0.0,0,12.18,11.86,8.68,12.37,1028,92,2.04,100,5,2022,1,3,1,0
0.0,0.26,0.0,0,12.84,12.5,10.01,12.93,1028,89,1.95,100,5,2022,1,3,2,0
0.0,0.246,0.0,0,12.84,12.48,10.01,12.93,1027,88,1.96,100,5,2022,1,3,3,0
0.0,0.244,0.0,0,13.36,13.08,9.45,13.48,1027,89,1.92,100,5,2022,1,3,4,0
0.0,0.269,0.0,0,12.83,12.49,8.9,12.93,1027,89,2.21,100,5,2022,1,3,5,0
0.0,0.255,0.0,0,13.38,13.05,9.54,13.48,1026,87,2.46,100,5,2022,1,3,6,0
0.0,0.568,0.0,0,12.93,12.52,9.72,12.93,1026,86,2.54,100,5,2022,1,3,7,0
1.095,0.0,0.044,0,13.48,13.02,9.72,13.48,1025,82,2.46,100,5,2022,1,3,8,0
0.101,0.0,0.196,1,12.93,12.5,10.72,12.93,1026,85,2.64,98,5,2022,1,3,9,0
0.0,0.0,0.24,2,13.48,13.08,10.72,13.48,1025,84,2.59,99,5,2022,1,3,10,0
0.749,0.0,0.339,1,13.93,13.6,11.72,14.23,1025,85,2.53,99,5,2022,1,3,11,0
0.164,0.0,0.276,2,15.56,15.16,12.72,17.01,1025,76,3.76,100,5,2022,1,3,12,0
0.285,0.0,0.139,1,16.03,15.65,12.72,17.01,1024,75,4.65,100,5,2022,1,3,13,0
0.334,0.0,0.074,0,14.55,14.28,13.72,16.45,1023,85,5.05,99,5,2022,1,3,14,0
0.333,0.0,0.051,0,14.53,14.28,13.72,16.45,1023,86,5.2,100,5,2022,1,3,15,0
0.375,0.0,0.008,0,14.5,14.3,12.89,15.34,1022,88,4.93,100,5,2022,1,3,16,0
0.478,0.0,0.0,0,13.97,13.77,12.79,14.23,1022,90,4.48,100,5,2022,1,3,17,0
0.583,0.0,0.0,0,13.46,13.26,12.79,13.72,1021,92,4.24,77,0,2022,1,3,18,0
0.678,0.0,0.0,0,13.45,13.28,12.32,14.23,1021,93,4.35,83,0,2022,1,3,19,0
0.686,0.0,0.0,0,13.45,13.28,12.32,14.23,1020,93,4.31,57,0,2022,1,3,20,0
0.504,0.0,0.0,0,12.95,12.68,12.32,14.23,1020,91,4.44,68,0,2022,1,3,21,0
0.0,0.584,0.0,0,13.45,13.15,12.32,13.72,1019,88,4.8,66,0,2022,1,3,22,0
0.0,1.113,0.0,0,12.96,12.69,12.32,13.72,1017,91,4.91,94,5,2022,1,3,23,0
0.0,0.573,0.0,0,13.5,13.15,13.48,14.0,1017,86,4.94,53,0,2022,1,4,0,1
0.0,0.442,0.0,0,14.54,13.85,12.88,14.72,1015,69,4.77,15,1,2022,1,4,1,1
0.0,0.397,0.0,0,13.53,12.98,12.88,14.45,1014,78,4.83,4,7,2022,1,4,2,1
0.0,0.321,0.0,0,13.74,13.18,13.43,14.55,1014,77,5.08,5,7,2022,1,4,3,1
0.0,0.326,0.0,0,14.28,13.72,13.12,14.72,1013,75,6.09,52,0,2022,1,4,4,1
0.0,0.322,0.0,0,14.28,13.72,13.43,14.72,1011,75,6.54,94,3,2022,1,4,5,1
0.0,0.324,0.0,0,14.5,14.07,13.34,14.59,1011,79,6.33,98,4,2022,1,4,6,1
0.0,0.323,0.0,0,13.83,13.59,10.72,14.04,1010,89,4.54,100,4,2022,1,4,7,1
0.784,0.0,0.001,0,10.71,10.21,10.11,11.21,1011,91,3.81,100,4,2022,1,4,8,1
0.653,0.0,0.011,0,9.59,6.58,9.45,9.79,1013,93,6.45,100,4,2022,1,4,9,1
0.275,0.0,0.095,0,9.59,7.16,9.23,9.59,1015,93,4.78,97,4,2022,1,4,10,1
0.067,0.0,0.295,2,9.06,6.95,9.04,9.55,1016,91,3.78,73,3,2022,1,4,11,1
0.242,0.0,0.25,0,10.23,9.58,8.68,11.72,1017,87,3.98,55,0,2022,1,4,12,1
0.026,0.0,0.295,2,10.87,10.21,10.34,12.88,1017,84,4.77,80,3,2022,1,4,13,1
0.202,0.0,0.139,2,10.84,10.07,10.7,12.89,1018,80,4.25,52,3,2022,1,4,14,1
0.068,0.0,0.342,0,11.77,11.01,10.11,11.82,1018,77,4.44,35,6,2022,1,4,15,1
0.264,0.0,0.017,0,11.27,10.54,11.21,11.72,1019,80,4.72,29,6,2022,1,4,16,1
0.335,0.0,0.005,0,10.75,9.94,9.79,11.72,1020,79,4.72,40,6,2022,1,4,17,1
0.347,0.0,0.0,0,9.17,7.82,8.9,10.72,1021,89,2.53,32,6,2022,1,4,18,1
0.356,0.0,0.0,0,9.09,7.82,8.9,10.11,1021,91,2.4,51,0,2022,1,4,19,1
0.6,0.0,0.0,0,9.07,7.89,8.68,9.72,1022,90,2.27,84,0,2022,1,4,20,1
0.576,0.0,0.0,0,9.02,7.95,8.43,10.11,1022,91,2.12,88,5,2022,1,4,21,1
0.0,0.478,0.0,0,9.06,8.37,8.43,10.11,1023,91,1.7,90,3,2022,1,4,22,1
0.0,0.433,0.0,0,9.06,9.06,8.43,9.72,1023,91,0.8,97,3,2022,1,4,23,1
0.0,0.464,0.0,0,9.01,9.01,8.12,9.55,1023,92,0.61,81,0,2022,1,5,0,2
0.0,0.319,0.0,0,8.44,8.44,7.72,8.68,1023,93,0.22,71,0,2022,1,5,1,2
0.0,0.321,0.0,0,7.92,7.92,7.72,8.12,1022,93,0.71,82,0,2022,1,5,2,2
0.0,0.277,0.0,0,7.9,7.9,7.32,7.93,1023,94,0.94,96,5,2022,1,5,3,2
0.0,0.273,0.0,0,7.86,7.86,6.72,8.44,1023,94,0.96,98,5,2022,1,5,4,2
0.0,0.266,0.0,0,8.38,8.38,6.77,8.48,1023,94,0.78,85,5,2022,1,5,5,2
0.0,0.262,0.0,0,8.4,8.4,6.45,9.0,1023,94,1.0,76,0,2022,1,5,6,2
0.0,0.27,0.0,0,7.89,7.89,6.45,7.93,1023,94,1.32,85,5,2022,1,5,7,2
0.691,0.0,0.004,0,8.44,7.79,6.45,8.72,1022,94,1.57,98,5,2022,1,5,8,2
0.625,0.0,0.073,0,8.97,8.34,7.32,9.04,1022,94,1.63,88,3,2022,1,5,9,2
0.825,0.0,0.112,0,9.59,8.21,9.23,9.59,1021,94,2.69,84,3,2022,1,5,10,2
0.258,0.0,0.085,0,10.19,9.75,8.99,11.72,1021,95,3.51,100,3,2022,1,5,11,2
0.153,0.0,0.124,0,10.23,9.76,10.1,11.72,1020,94,4.4,100,3,2022,1,5,12,2
0.142,0.0,0.157,0,11.27,10.91,10.66,11.78,1018,94,5.01,100,4,2022,1,5,13,2
0.217,0.0,0.157,2,11.85,11.57,11.21,12.72,1017,95,4.87,89,4,2022,1,5,14,2
0.076,0.0,0.2,1,11.81,11.5,11.22,11.82,1017,94,4.23,42,6,2022,1,5,15,2
0.204,0.0,0.074,0,11.85,11.47,10.9,12.72,1018,91,3.99,36,6,2022,1,5,16,2
0.316,0.0,0.0,0,10.77,10.02,10.34,11.78,1018,81,3.11,29,6,2022,1,5,17,2
0.45,0.0,0.0,0,10.73,10.08,10.57,11.72,1019,85,2.98,37,6,2022,1,5,18,2
0.497,0.0,0.0,0,10.16,9.42,10.01,10.72,1020,84,2.77,27,6,2022,1,5,19,2
0.562,0.0,0.0,0,9.19,7.68,7.57,10.11,1020,85,2.78,22,1,2022,1,5,20,2
0.363,0.0,0.0,0,8.97,7.69,7.57,9.55,1020,82,2.38,7,7,2022,1,5,21,2
0.0,0.509,0.0,0,8.45,7.4,7.01,9.0,1021,84,1.98,16,1,2022,1,5,22,2
0.0,0.5,0.0,0,7.93,7.12,6.45,9.0,1021,86,1.65,36,6,2022,1,5,23,2
0.0,0.409,0.0,0,7.33,6.21,5.72,9.0,1022,87,1.87,3,7,2022,1,6,0,3
0.0,0.47,0.0,0,7.31,5.94,5.72,9.0,1022,89,2.13,13,1,2022,1,6,1,3
0.0,0.451,0.0,0,6.74,5.55,4.72,8.44,1021,89,1.84,22,1,2022,1,6,2,3
0.0,0.392,0.0,0,6.75,6.75,5.34,6.82,1022,90,1.16,43,6,2022,1,6,3,3
0.0,0.578,0.0,0,7.2,7.2,4.72,7.89,1021,89,1.15,48,6,2022,1,6,4,3
0.0,0.402,0.0,0,7.19,7.19,4.45,7.37,1022,87,0.96,62,0,2022,1,6,5,3
0.0,0.388,0.0,0,7.64,7.64,3.9,7.93,1022,83,0.81,95,5,2022,1,6,6,3
0.0,0.339,0.0,0,6.66,6.66,3.9,6.82,1023,89,0.91,100,5,2022,1,6,7,3
0.979,0.0,0.029,0,5.57,5.57,3.99,6.72,1023,97,0.83,100,5,2022,1,6,8,3
0.271,0.0,0.078,0,8.28,8.28,4.54,8.48,1023,86,0.93,100,5,2022,1,6,9,3
0.2,0.0,0.129,0,8.94,8.33,6.68,9.04,1024,88,1.6,100,5,2022,1,6,10,3
0.173,0.0,0.182,0,9.49,9.18,6.77,9.72,1025,85,1.4,100,5,2022,1,6,11,3
0.022,0.0,0.27,1,11.13,10.41,8.43,11.26,1024,81,0.97,100,5,2022,1,6,12,3
0.135,0.0,0.163,1,11.28,10.6,10.01,12.72,1024,82,0.49,100,5,2022,1,6,13,3
0.657,0.0,0.131,0,11.26,10.66,11.12,11.78,1024,85,1.05,99,5,2022,1,6,14,3
0.965,0.0,0.109,0,10.79,10.3,10.7,11.78,1024,91,1.8,100,5,2022,1,6,15,3
0.341,0.0,0.032,0,10.79,10.33,10.57,11.78,1023,92,1.29,99,5,2022,1,6,16,3
0.326,0.0,0.001,0,10.29,9.8,10.15,11.78,1024,93,1.41,85,5,2022,1,6,17,3
0.467,0.0,0.0,0,10.17,9.67,9.79,10.67,1025,93,1.8,50,6,2022,1,6,18,3
1.353,0.0,0.0,0,9.62,9.11,9.45,10.67,1025,94,1.6,78,0,2022,1,6,19,3
0.921,0.0,0.0,0,9.59,9.59,8.9,10.11,1025,94,1.32,88,5,2022,1,6,20,3
0.574,0.0,0.0,0,9.57,9.57,8.9,9.79,1025,94,1.16,87,5,2022,1,6,21,3
0.0,0.537,0.0,0,9.46,9.46,7.72,9.79,1026,94,0.93,93,5,2022,1,6,22,3
0.0,0.508,0.0,0,8.99,8.99,7.88,9.79,1027,94,0.76,100,5,2022,1,6,23,3
0.0,0.471,0.0,0,9.03,9.03,8.72,9.55,1027,94,0.76,99,5,2022,1,7,0,4
0.0,0.324,0.0,0,9.08,9.08,8.9,9.72,1027,94,1.24,100,5,2022,1,7,1,4
0.0,0.36,0.0,0,9.0,7.95,8.34,9.23,1027,94,2.09,97,5,2022,1,7,2,4
0.0,0.34,0.0,0,9.0,7.49,8.34,9.23,1028,94,2.71,77,0,2022,1,7,3,4
0.0,0.33,0.0,0,9.02,7.35,8.72,9.23,1028,95,2.98,34,6,2022,1,7,4,4
0.0,0.283,0.0,0,8.99,7.23,7.88,9.23,1028,95,3.12,31,6,2022,1,7,5,4
0.0,0.272,0.0,0,8.43,6.68,7.72,9.0,1029,94,2.91,16,1,2022,1,7,6,4
0.0,0.271,0.0,0,8.41,6.83,7.32,8.68,1029,94,2.65,2,7,2022,1,7,7,4
0.81,0.0,0.101,0,7.91,6.23,7.32,8.68,1030,94,2.66,3,7,2022,1,7,8,4
0.0,0.0,0.333,2,8.45,6.36,7.72,8.9,1031,90,3.49,12,1,2022,1,7,9,4
0.107,0.0,0.527,2,11.1,10.33,8.99,11.26,1032,79,3.5,12,1,2022,1,7,10,4
0.402,0.0,0.778,2,11.25,10.21,10.34,11.72,1032,68,3.21,1,7,2022,1,7,11,4
0.228,0.0,0.437,3,12.38,11.24,12.23,12.88,1032,60,3.41,7,7,2022,1,7,12,4
0.0,0.0,0.251,3,12.98,11.85,10.9,15.1,1032,58,4.14,1,7,2022,1,7,13,4
0.0,0.0,0.278,3,13.03,11.9,11.45,15.1,1031,58,2.94,0,7,2022,1,7,14,4
0.0,0.0,0.332,2,12.95,11.84,12.88,13.72,1031,59,3.52,2,7,2022,1,7,15,4
0.25,0.0,0.074,0,12.38,11.29,12.37,12.89,1031,62,3.2,25,6,2022,1,7,16,4
0.342,0.0,0.002,0,11.82,10.7,11.72,12.33,1031,63,2.81,36,6,2022,1,7,17,4
0.325,0.0,0.0,0,10.72,9.6,9.79,11.22,1032,67,2.6,25,6,2022,1,7,18,4
0.628,0.0,0.0,0,10.08,8.95,8.68,10.15,1032,69,2.55,48,6,2022,1,7,19,4
0.817,0.0,0.0,0,8.95,7.57,8.12,9.55,1033,83,2.52,69,0,2022,1,7,20,4
0.508,0.0,0.0,0,8.67,7.14,7.01,9.0,1033,84,2.66,0,7,2022,1,7,21,4
0.0,0.374,0.0,0,8.17,6.53,5.9,9.0,1033,87,2.67,30,6,2022,1,7,22,4
0.0,0.379,0.0,0,7.89,6.5,5.34,8.44,1033,88,2.28,1,7,2022,1,7,23,4
0.0,0.31,0.0,0,7.38,6.06,4.79,9.0,1033,89,2.09,2,7,2022,1,8,0,5
0.0,0.325,0.0,0,7.74,6.62,4.23,7.93,1033,73,1.94,1,7,2022,1,8,1,5
0.0,1.767,0.0,0,4.7,3.33,3.68,6.22,1033,90,1.72,3,7,2022,1,8,2,5
0.0,0.538,0.0,0,7.11,6.09,3.12,7.37,1033,76,1.73,0,7,2022,1,8,3,5
0.0,0.25,0.0,0,6.55,5.17,2.57,6.82,1033,79,2.0,19,1,2022,1,8,4,5
0.0,0.245,0.0,0,6.56,4.98,2.57,6.82,1032,79,2.22,77,0,2022,1,8,5,5
0.0,0.242,0.0,0,6.13,4.52,2.72,6.26,1032,79,2.17,92,5,2022,1,8,6,5
0.0,0.231,0.0,0,5.69,3.85,2.72,5.7,1033,82,2.35,99,5,2022,1,8,7,5
1.036,0.0,0.072,0,5.15,3.39,3.72,5.15,1032,84,2.15,100,5,2022,1,8,8,5
0.036,0.0,0.196,1,6.76,5.41,3.34,6.82,1032,82,2.01,100,5,2022,1,8,9,5
0.045,0.0,0.256,2,6.82,4.99,5.72,6.82,1033,82,2.59,98,5,2022,1,8,10,5
0.505,0.0,0.308,2,7.93,6.82,6.72,7.93,1033,80,1.96,96,5,2022,1,8,11,5
0.787,0.0,0.268,0,9.59,9.59,9.59,9.72,1032,78,0.93,100,5,2022,1,8,12,5
0.032,0.0,0.304,2,10.55,9.67,8.34,10.7,1032,77,1.27,100,5,2022,1,8,13,5
0.156,0.0,0.233,0,10.72,9.83,9.55,12.01,1032,76,2.5,84,0,2022,1,8,14,5
0.366,0.0,0.167,0,11.26,10.48,10.66,11.72,1030,78,2.38,100,5,2022,1,8,15,5
0.648,0.0,0.026,0,10.7,9.94,10.34,11.22,1030,81,2.53,98,5,2022,1,8,16,5
0.444,0.0,0.0,0,10.2,9.44,10.01,11.22,1030,83,1.95,100,5,2022,1,8,17,5
0.477,0.0,0.0,0,9.67,8.99,9.59,10.72,1030,85,1.79,100,5,2022,1,8,18,5
0.425,0.0,0.0,0,9.59,9.17,9.45,9.79,1030,87,1.51,100,5,2022,1,8,19,5
0.371,0.0,0.0,0,10.09,9.43,8.99,10.15,1029,87,1.56,79,0,2022,1,8,20,5
0.346,0.0,0.0,0,9.63,8.8,8.99,10.72,1029,88,1.95,100,5,2022,1,8,21,5
0.0,0.451,0.0,0,9.66,9.43,8.43,11.72,1029,90,1.35,100,5,2022,1,8,22,5
0.0,0.479,0.0,0,9.66,8.83,8.43,11.72,1029,92,1.96,100,5,2022,1,8,23,5
0.0,0.472,0.0,0,9.63,8.7,8.99,10.72,1029,93,2.08,100,5,2022,1,9,0,6
0.0,0.517,0.0,0,10.16,9.69,8.43,11.72,1028,94,1.95,100,5,2022,1,9,1,6
0.0,0.413,0.0,0,10.16,9.69,8.43,11.72,1029,94,1.47,100,3,2022,1,9,2,6
0.0,0.244,0.0,0,10.67,10.25,8.43,11.72,1029,94,1.51,100,3,2022,1,9,3,6
0.0,0.303,0.0,0,10.73,10.31,8.9,11.72,1028,94,1.77,100,3,2022,1,9,4,6
0.0,0.302,0.0,0,10.73,10.31,9.45,11.72,1028,94,2.15,100,3,2022,1,9,5,6
0.0,0.236,0.0,0,10.68,10.26,8.99,11.72,1027,94,2.64,100,3,2022,1,9,6,6
0.0,1.656,0.0,0,11.27,10.91,10.01,11.72,1027,94,3.12,100,3,2022,1,9,7,6
0.228,0.0,0.005,0,11.28,10.92,10.57,11.72,1027,94,3.45,100,3,2022,1,9,8,6
0.576,0.0,0.04,0,11.86,11.58,11.12,12.72,1027,95,3.79,100,3,2022,1,9,9,6
1.39,0.0,0.102,0,12.38,12.13,11.68,13.12,1027,94,3.16,100,3,2022,1,9,10,6
0.774,0.0,0.132,0,12.86,12.66,11.21,13.68,1027,94,3.75,100,3,2022,1,9,11,6
1.416,0.0,0.127,0,12.93,12.76,11.77,13.72,1027,95,4.2,100,3,2022,1,9,12,6
1.715,0.0,0.122,0,12.93,12.73,11.77,13.72,1026,94,4.16,100,3,2022,1,9,13,6
1.174,0.0,0.131,0,13.45,13.33,12.32,14.23,1026,95,4.47,100,3,2022,1,9,14,6
0.329,0.0,0.092,0,13.45,13.33,12.32,14.23,1026,95,4.1,100,3,2022,1,9,15,6
0.612,0.0,0.018,0,13.45,13.33,12.32,14.23,1026,95,3.65,100,3,2022,1,9,16,6
0.667,0.0,0.0,0,13.45,13.33,12.32,14.23,1026,95,3.12,100,5,2022,1,9,17,6
0.828,0.0,0.0,0,13.45,13.33,12.32,13.72,1026,95,2.58,100,3,2022,1,9,18,6
1.574,0.0,0.0,0,13.45,13.33,12.32,13.72,1026,95,2.46,100,5,2022,1,9,19,6
1.08,0.0,0.0,0,13.45,13.33,12.32,13.72,1027,95,2.56,100,5,2022,1,9,20,6
1.427,0.0,0.0,0,13.45,13.33,12.32,13.72,1026,95,2.63,100,5,2022,1,9,21,6
0.0,0.841,0.0,0,12.95,12.78,12.32,13.72,1026,95,2.19,100,5,2022,1,9,22,6
0.0,0.952,0.0,0,12.95,12.78,12.32,13.72,1026,95,1.92,100,5,2022,1,9,23,6
0.0,1.503,0.0,0,12.96,12.79,12.79,13.72,1026,95,1.83,95,5,2022,1,10,0,0
0.0,0.645,0.0,0,12.92,12.75,12.23,12.93,1026,95,1.94,100,5,2022,1,10,1,0
0.0,0.585,0.0,0,12.92,12.75,12.23,12.93,1026,95,2.15,100,5,2022,1,10,2,0
